,Herbivore.Insectivore.Rho,Herbivore.Insectivore.P,Herbivore.Insectivore.p.adj,Herbivore.Omnivore.Rho,Herbivore.Omnivore.P,Herbivore.Omnivore.p.adj,Insectivore.Omnivore.Rho,Insectivore.Omnivore.P,Insectivore.Omnivore.p.adj,Herbivore.Vertivore.Rho,Herbivore.Vertivore.P,Herbivore.Vertivore.p.adj,Insectivore.Vertivore.Rho,Insectivore.Vertivore.P,Insectivore.Vertivore.p.adj,Omnivore.Vertivore.Rho,Omnivore.Vertivore.P,Omnivore.Vertivore.p.adj,Carnivore.Herbivore.Rho,Carnivore.Herbivore.P,Carnivore.Herbivore.p.adj,Carnivore.Omnivore.Rho,Carnivore.Omnivore.P,Carnivore.Omnivore.p.adj
RUNX2,2.36464066856902,0.108285432448032,0.58659497534145,-0.106242158357501,1,1,-2.33528942117937,0.117169838629574,0.961516202684438,-0.664400334708818,1,1,-2.28973238185633,0.132221010272882,1,-0.571005905062878,1,1,-1.59932575459374,0.329244719471619,0.85730457407446,-1.60533769304272,0.325258524822411,1
ATPAF1,0.930043294254209,1,1,0.632456929395857,1,1,-0.321171475816588,1,1,-0.637118849217486,1,1,-1.27270167796995,1,1,-1.06426318093407,1,1,-0.430901973121962,1,1,0.218597581625032,1,1
SPON1,-0.673443750437842,1,1,-0.393291007357248,1,1,0.278702381007421,1,1,-0.50419744033973,1,1,-0.0127604291641429,1,1,-0.220977426522633,1,1,0.744076768900938,1,1,0.307951437661634,1,1
GFY,3.24330615476809,0.00708907067765566,0.102049961770475,1.39681426926775,0.974816581108887,1,-1.69697352498057,0.538209995918876,1,0.804766886967604,1,1,-1.64539240815606,0.59933348487944,1,-0.267881617888387,1,1,-2.80038322214424,0.0153125914861904,0.11652167740455,-1.11182844490135,0.798635757557954,1
AIPL1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TNK1,-0.0978512454134738,1,1,-1.65784392906517,0.584093832081397,1,-1.40749524519443,0.95568351716029,1,-2.01817619471864,0.261437486777404,1,-1.81967285805928,0.412853034249979,1,-0.698685667856734,1,1,1.05444797162587,0.875033607192768,1,-0.682181485378367,1,1
INCA1,0.729998282070859,1,1,-0.657565600508496,1,1,-1.28380216406519,1,1,-3.77933928002442,0.000943470293719752,0.0470105231402287,-4.09914741943132,0.000248804913894065,0.0923210328122456,-3.15075974319488,0.00977078318960282,0.744417389308914,1.30589283073182,0.574767014918783,1,0.56009750095197,1,1
CCNQ,-2.30390292022604,0.12736856250125,0.648736311551358,-1.09432973355434,1,1,1.0906685699551,1,1,1.24624134632901,1,1,2.97635733444856,0.0175016858908886,0.531541177267606,2.04250521046326,0.24660865863724,1,1.21026842915614,0.678527723687905,1,-0.0310690365225397,1,1
GOSR2,-1.49391231099319,0.811191241545783,1,-0.678165135489373,1,1,0.777382812616962,1,1,-2.34204867292869,0.115069282013712,0.757598372099057,-1.11534232085286,1,1,-1.75423332247308,0.476343213678455,1,2.23265918909944,0.0767142829838622,0.334255090143971,1.36122324555244,0.520329450776,1
ZSCAN10,0.926629680117508,1,1,1.83508875963193,0.398955234776242,1,0.73210936096492,1,1,2.31850150048998,0.122532489042226,0.785359944724487,1.42080532311901,0.932240176583416,1,0.860970795271161,1,1,-1.84620401091186,0.194587766423037,0.614087071071312,0.0940822555851444,1,1
GRAPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CDH8,-1.02096762264593,1,1,0.0963083758296247,1,1,1.06037323669235,1,1,-2.02812692344735,0.255283774328489,1,-1.23627103429204,1,1,-2.04076114159182,0.247647448373743,1,1.66462059734256,0.287965420139661,0.788851009955211,1.66597547401698,0.287154898522818,1
FBXL20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RNF43,1.02204516071356,1,1,-0.408304386450872,1,1,-1.31134359661389,1,1,-0.0992428229742634,1,1,-0.822782858324585,1,1,0.18988122565453,1,1,-0.731907736821698,1,1,-1.06625893288116,0.858919824765797,1
SLC25A35,0.205517525071765,1,1,-0.34981975102276,1,1,-0.50737506870032,1,1,-1.15219453418335,1,1,-1.23103025222286,1,1,-0.88945891060609,1,1,0.331731630538878,1,1,-0.0300809652786833,1,1
MIEN1,0.815692674680256,1,1,2.11448686122456,0.206842234690611,1,1.12764416199885,1,1,2.95864985584095,0.0185393979789532,0.262409398106305,2.21633968459357,0.160009482631707,1,1.40808929020245,0.954627791452508,1,-1.96086308394713,0.149684990113928,0.521032930097332,0.245087351797935,1,1
CUEDC1,0.943372097200449,1,1,2.56171561634744,0.0624939396717646,1,1.476633987189,0.838642656445008,1,-0.497188701991494,1,1,-1.0338707034288,1,1,-1.98970073984369,0.279743466958695,1,-0.615865353365319,1,1,1.91186901750309,0.16767898955259,0.92064390114696
HEXD,-0.318775503400021,1,1,-0.886037485130587,1,1,-0.507826017175762,1,1,1.21870715677227,1,1,1.38567632383953,0.99507456536989,1,1.81989296179375,0.412651841750793,1,-0.345004520300994,1,1,-1.20115045671012,0.689078530554468,1
YES1,0.911559680137795,1,1,0.328829349983206,1,1,-0.539824815844328,1,1,3.20389822102894,0.00813482381334219,0.163795256963847,2.43316858451522,0.0898039819614091,1,2.85175310024658,0.026087314338753,0.999569526327803,-2.08748644187558,0.110532556099308,0.427064082997462,-1.55617505083877,0.35899941709349,1
SEC22B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAF4B,-0.441594795008388,1,1,0.689595594436505,1,1,1.029430877129,1,1,1.35906022024165,1,1,1.58917612961331,0.672123804129355,1,0.837228092824871,1,1,-0.252489658834379,1,1,0.442371528621871,1,1
H4C14,-1.31310355928274,1,1,-2.31929861838581,0.122273101801766,1,-0.815960025683528,1,1,-3.08820828498484,0.012082036974471,0.204291308391338,-1.60467689422031,0.651389576452813,1,-0.854866561604899,1,1,2.68529301882732,0.0217398730909432,0.14668549262711,-0.0511190954053298,1,1
NCOA4,0.83223801148183,1,1,2.82985258071163,0.0279416738775767,0.804462779584742,1.69448839618972,0.541035089074141,1,0.73615196898808,1,1,0.0731922668988671,1,1,-1.29872825854495,1,1,-0.979225272379803,0.982406052256338,1,1.84387036204042,0.195606106018859,0.989971408741651
DDX42,-2.13477305181916,0.196677315143702,0.849945182124899,-0.445733978574171,1,1,1.599567003323,0.658168040299426,1,-1.86388689271906,0.374025538650489,1,-0.204615770395123,1,1,-1.47211817401948,0.845933811484116,1,2.46452425807374,0.0411585829142613,0.22532860095272,1.84156381013901,0.196616936309807,0.991471446614591
RAB31,3.40288851514815,0.00400064889067948,0.0693754142892395,2.73917434528784,0.0369562205944722,0.892662333199812,-0.707260786415415,1,1,3.38201347966619,0.00431739681812775,0.1145531432406,0.886926898752716,1,1,1.43289432887981,0.911328229295269,1,-4.20454989558597,7.84806679590291e-05,0.00310733747597148,-1.14719246370338,0.753906256770923,1
MRPS7,-0.174893444274896,1,1,-0.0809080359858901,1,1,0.0894030401341911,1,1,-0.372804107609062,1,1,-0.219265852830716,1,1,-0.295805506594157,1,1,0.308248964377478,1,1,0.200314472575434,1,1
ENGASE,-3.17084134479928,0.00911988810378653,0.120953423127142,-3.61520480166248,0.00180066164796664,0.267916370768886,-0.178495077675621,1,1,-3.51362770486134,0.00265219125507932,0.0838936005525002,-0.931898779138539,1,1,-0.82390242567048,1,1,4.06057986840355,0.000146852964124098,0.00475955848735682,0.253210572651226,1,1
SPATA33,-0.681923133436108,1,1,-2.05727170841101,0.237960583035044,1,-0.918375528122887,1,1,1.80960246770295,0.422144741898975,1,2.07187056142816,0.229665084129866,1,3.16808714857669,0.00920673094800079,0.74336574360975,-0.572271604372234,1,1,-2.39700257727721,0.0495894223384001,0.524733203504246
RASSF5,0.709426544544043,1,1,-0.187304721948257,1,1,-0.836905282128673,1,1,0.586695135392152,1,1,0.0456955141645776,1,1,0.696217257006579,1,1,-0.813732915286611,1,1,-0.942903136513379,1,1
C18orf63,0.0893270264985695,1,1,-0.40197928766048,1,1,-0.438942095921608,1,1,0.85894246523118,1,1,0.73439668134082,1,1,1.10733721927695,1,1,-0.477132459180641,1,1,-0.829383889875306,1,1
DNAI2,1.3838712889248,0.99838721687835,1,-0.248783763782674,1,1,-1.4971230299142,0.806167490015419,1,1.05780545593719,1,1,-0.0572295197930519,1,1,1.18660274844977,1,1,-1.52886190782816,0.378896043596352,0.935247856407757,-1.6253374721759,0.312272013427817,1
H4C15,-1.00591736633739,1,1,-1.84667740017076,0.38876345408155,1,-0.665351829948038,1,1,-3.33242368540491,0.00516558471604369,0.127633343609923,-2.10456092111116,0.211977278114713,1,-1.54310913666416,0.736825789634501,1,2.58663415861389,0.0290755298969209,0.178232923420003,0.383404602855612,1,1
POLI,2.5913444484958,0.0573610500235828,0.390211224650223,1.14671015221178,1,1,-1.39881464636596,0.971211438393005,1,1.6591274885799,0.582540631174264,1,-0.278573977828802,1,1,0.798776142689577,1,1,-2.73996178532143,0.0184338984967906,0.131778125283213,-1.40670707577391,0.478542800153371,1
RPL36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YTHDC1,-0.237728043707405,1,1,-0.605474636368272,1,1,-0.325504879662626,1,1,0.0287602457358959,1,1,0.195637851520551,1,1,0.453301116706474,1,1,0.168820606930353,1,1,-0.440748978117157,1,1
ORMDL3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ICAM2,2.48117015982147,0.0785711060790755,0.478261678602096,1.1903289556919,1,1,-1.28255950272941,1,1,2.10261163801102,0.212998390600304,1,0.0603390110984217,1,1,1.13826224402758,1,1,-2.86481006287982,0.0125177830478331,0.102199049192483,-1.46665817996096,0.427407193878923,1
FOXN1,2.72088058533132,0.0390649659053675,0.303647052919887,-0.246948085075728,1,1,-2.77353935143606,0.0332700801524008,0.501495356370207,0.905477366443689,1,1,-1.14839775405703,1,1,1.04706657614825,1,1,-2.46813680794003,0.0407455200946398,0.2241302326027,-2.52474599471214,0.0347345821800832,0.448413208685877
TMEM98,-2.4839490606526,0.0779606359201075,0.476532004401635,-2.82007846539992,0.0288071447107138,0.813761150020164,-0.164980441954541,1,1,-3.00142724448221,0.0161230346995581,0.242055329753727,-0.762535981323235,1,1,-0.643691008313395,1,1,3.32567266507157,0.00264616347181502,0.0358571205169579,0.21668782142362,1,1
DYNLL2,2.21960052151052,0.158675381107833,0.742862271104087,1.25763429463172,1,1,-0.869660026156119,1,1,0.362447186691439,1,1,-1.41953483116029,0.934458897476402,1,-0.646434191022185,1,1,-1.72104165911787,0.255729793909502,0.730531370151529,-0.21724968354552,1,1
TIMM23,-0.757504889845589,1,1,0.876219195727104,1,1,1.4563542777086,0.871768248773452,1,0.948182832932843,1,1,1.41169074437773,0.948246238855782,1,0.27940903050827,1,1,0.162803959021033,1,1,0.989907163365599,0.966658493586679,1
KCTD1,0.482938938009146,1,1,-0.17154474988148,1,1,-0.596055136660975,1,1,1.47336083924798,0.843922582811082,1,1.09383394847958,1,1,1.52182782033357,0.76831337218329,1,-0.993346082414592,0.961623982390539,1,-1.061865900198,0.864889702421406,1
SLC16A5,5.02074601654398,3.08827084815344e-06,0.000498153888724406,3.06511162230116,0.0130553263616584,0.573979381658666,-1.9282457053468,0.322947429897347,1,4.80202373191482,9.4242043266991e-06,0.00543631601891666,0.725734387211117,1,1,2.32690299196695,0.119822573614885,1,-6.0408385655535,4.59945947417942e-09,2.55950538950017e-06,-2.47934523424254,0.0394871513217858,0.475128293361225
PTPRM,0.631198674468527,1,1,0.953020265505787,1,1,0.276143825609754,1,1,1.47130271799224,0.847255611625269,1,0.992882497617301,1,1,0.808786766061175,1,1,-1.11095825493911,0.799758955150114,1,-0.0957266938939506,1,1
TSHZ1,-4.5664377642488,2.97649338600573e-05,0.00236229633809978,-1.96322175914835,0.297722472544266,1,2.57132770672486,0.0607856466731876,0.688659139046687,-2.06000875923086,0.236386220707715,1,1.5171099350021,0.775433581842477,1,-0.550501332199296,1,1,4.36545827311506,3.8056955277099e-05,0.00184661328907455,2.11874900665795,0.102335052980696,0.735459676737702
PIRT,-2.11404878773494,0.20706660337434,0.878393967756764,0.746232568465057,1,1,2.70397654875469,0.0411090746708553,0.561443998819925,0.520686266421028,1,1,2.02544410751987,0.256930693292556,1,-0.0174039016958841,1,1,1.37084881590966,0.511266269459834,1,2.04628148586496,0.122186052523585,0.796145855045122
RPL17,-2.87951758038245,0.0238970454943238,0.221816635157708,-3.32346053358729,0.00533448013650384,0.408251030854886,-0.227253201285555,1,1,-2.64932049743627,0.0483922828116169,0.465248370261943,-0.304281110132941,1,1,-0.124732498168814,1,1,3.47006163407752,0.00156101684344044,0.0249198071836886,-0.103991763452686,1,1
GDF10,-1.06466016054889,1,1,-1.13126299193522,1,1,-0.0176863981667287,1,1,-1.62508101595291,0.624871784208594,1,-0.754962728683138,1,1,-0.757550796572654,1,1,1.56627964661703,0.351849491272884,0.892319328382779,0.324366839022355,1,1
ZNF18,2.34618269177176,0.11380084915304,0.604783874772562,2.25113026910491,0.146263726707349,1,-0.185299255740189,1,1,-0.217025925811106,1,1,-1.98711949944731,0.281454935147084,1,-1.88441423628041,0.357053793916099,1,-1.57227049153512,0.347663500335644,0.886196447432762,0.792714638339504,1,1
ADAP2,-0.71380643506808,1,1,-0.919775843765998,1,1,-0.176312953733417,1,1,0.441287182561068,1,1,0.951079318468051,1,1,1.1045989594232,1,1,0.318051539145068,1,1,-0.631377935103361,1,1
STARD3,-0.653746423231595,1,1,-0.779894564355471,1,1,-0.06971663146583,1,1,2.04260996601077,0.246546382589565,1,2.36485450497119,0.10822293262048,1,2.50133908402953,0.0742347925225829,1,-0.468642356580985,1,1,-1.18542620284912,0.707546930058108,1
NAT9,-0.1898557843148,1,1,-0.53779405481164,1,1,-0.314144030668523,1,1,-0.333281156183772,1,1,-0.164695002564204,1,1,0.097305554169757,1,1,0.299283379342703,1,1,-0.268846599192,1,1
SLC16A6,-1.13908536676364,1,1,1.5157611384583,0.777478571214454,1,2.41615078963744,0.0941133843778883,0.859221403328256,0.75717949604261,1,1,1.54581857613829,0.732890336556179,1,-0.36159166540748,1,1,0.487355677850519,1,1,1.94114171008564,0.156723273143064,0.892549162184978
C17orf58,3.31836491552816,0.00543276642680175,0.0867260226490837,0.650174488799399,1,1,-2.59066810883294,0.0574738940837538,0.66975601256915,2.5307802924948,0.0682854674343819,0.56025461738559,0.203009645343595,1,1,2.06049315922324,0.236108514947479,1,-3.72521197026785,0.000585453500493021,0.0126044694812027,-2.89848802545567,0.0112489988084695,0.263753868937334
MYL12A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEZF1,-0.872343143355051,1,1,-1.94266589882273,0.312339234255201,1,-0.945012081006312,1,1,-0.538989891676237,1,1,0.11828358935152,1,1,0.858388869671915,1,1,0.910704990008709,1,1,-1.08634008218794,0.831985679774184,1
TEFM,3.70576384553772,0.00126452761888774,0.03171258744629,1.16930193329207,1,1,-2.45325105462944,0.0849428962581509,0.819853526788259,2.63383185709656,0.0506563716354309,0.478168547171568,-0.0858551557592432,1,1,1.76251541334176,0.467893527151585,1,-4.05411977220287,0.000150970288498113,0.00485109239657964,-2.64099821160513,0.0247986467118094,0.392242914680702
STARD6,-2.1539315880912,0.187473223914508,0.826358612611703,-0.303620813030325,1,1,1.6782971589775,0.559734614412333,1,-0.33484150738374,1,1,1.26547174194348,1,1,-0.0924474801763981,1,1,1.7743466404246,0.228017490661875,0.678222094127274,1.27299023586181,0.609064520094791,1
OTUD7B,0.133136259956122,1,1,-0.307321529828633,1,1,-0.397737986390941,1,1,-1.42734711904515,0.920879191301319,1,-1.43369405162319,0.909957542609683,1,-1.13856175960466,1,1,0.563510544961907,1,1,0.207809616723299,1,1
PITPNC1,-0.28985706219503,1,1,-0.11008396525263,1,1,0.170875322600464,1,1,0.00523913571840919,1,1,0.195725843159986,1,1,0.076900783368285,1,1,0.232949774332348,1,1,0.107951457790767,1,1
TMEM200C,-0.0333278731740441,1,1,0.169529212691788,1,1,0.175564380484984,1,1,-0.0480253053976728,1,1,-0.0214582440721289,1,1,-0.156120448637161,1,1,0.048142282999169,1,1,0.204404798100703,1,1
FAM222B,1.00728895340568,1,1,-1.37543049163481,1,1,-2.21576348702469,0.16024622593806,1,-0.0674230991113097,1,1,-0.758961766305807,1,1,0.870937012608091,1,1,-0.766049872749352,1,1,-2.08372959301795,0.111554312431635,0.767556634964782
GDF2,1.34523876708941,1,1,0.305144368547828,1,1,-1.00043131209272,1,1,1.13780082747934,1,1,0.0686286259462917,1,1,0.878407616105175,1,1,-1.54512244399673,0.366949947382308,0.917588886921999,-1.14070900027917,0.761973119783317,1
CLUL1,3.07846612722283,0.0124841509230156,0.145616068308891,1.50306042054805,0.796940783964191,1,-1.58788949422329,0.673867977204025,1,2.50221267543435,0.0740518558989811,0.58639373536057,0.0429808087275666,1,1,1.33953825159449,1,1,-3.51233547431125,0.00133256078270965,0.0225693082453059,-1.79147053283002,0.219653457503258,1
IKBKE,0.371262801121574,1,1,-0.414933563602961,1,1,-0.727265592743616,1,1,0.615517156156076,1,1,0.3049689315505,1,1,0.896219545663462,1,1,-0.566592317419933,1,1,-0.944493757648797,1,1
TXNIP,-0.0583891534268633,1,1,1.39570264298454,0.97682434857303,1,1.27530419842334,1,1,0.593771106206316,1,1,0.592673963833181,1,1,-0.422490560177098,1,1,-0.248330758956922,1,1,1.12954494094722,0.776004067551857,1
RNF115,0.0108759941450794,1,1,1.84050122856065,0.394168104373387,1,1.62296339327445,0.627583383061054,1,1.73933722795399,0.491852775853517,1,1.63057615623263,0.617878702341466,1,0.456618394789675,1,1,-0.773304857219656,1,1,1.06663731184762,0.858406934770442,1
C19orf47,2.58875428372333,0.0577942799626844,0.392254243543986,0.618078196126171,1,1,-1.89299709669029,0.350149533393762,1,1.63397786916451,0.613580985544639,1,-0.330130640191076,1,1,1.14610384524081,1,1,-2.72518269883703,0.0192797743858535,0.135192660950522,-1.93230057044161,0.159967254194511,0.900881656999826
RPL26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCNH6,-2.50228753963159,0.0740361973647572,0.461764224728215,-3.09459570061498,0.0118248805518755,0.55777738452243,-0.387633237169486,1,1,-2.52360852562998,0.0696943204638337,0.56691591184539,-0.494900463046746,1,1,-0.194624110698985,1,1,3.08507371992382,0.00610505118112784,0.0623109415852353,-0.192277537870232,1,1
KCNJ12,-3.64465711961051,0.00160649114438006,0.0374182719964299,-0.019277329060383,1,1,3.22482623718999,0.00756294896685681,0.221444308242405,-0.150550898282375,1,1,2.45218582640919,0.0851947878555721,1,-0.126598502567033,1,1,2.88618791499327,0.0116981777860464,0.0977410110564656,2.49440895532798,0.0378501266205779,0.465556557433108
NETO1,-4.41874539383937,5.95653095615698e-05,0.00393603367146937,-0.252541515015762,1,1,3.85873558635019,0.000683851003578592,0.0562379859672389,-1.44212463680653,0.895603296085788,1,1.45239545117506,0.878350082399609,1,-1.2278425383261,1,1,4.17639895972436,8.88480608145731e-05,0.00340985677898589,3.57868334869345,0.00103598869262704,0.0895086843320306
KLF14,2.91666671701397,0.02122761544317,0.206737400354654,1.70089597016903,0.533775140924335,1,-1.33610437000598,1,1,3.97412223733657,0.000423835678710419,0.0307086353106225,1.42170580091386,0.930670052435399,1,2.63378774549471,0.0506629528144447,1,-4.16550386973941,9.31996960335648e-05,0.00350514947037512,-2.26729812873762,0.0701160591319754,0.618037533630956
RBFOX3,-3.25816510125436,0.00672810875096389,0.0984600264748692,-2.07129870810435,0.229985339671119,1,1.17579499654803,1,1,-1.02867424507698,1,1,1.39141373815672,0.984600006215938,1,0.498170865195091,1,1,2.94650411489208,0.00964164428705966,0.0852076055192092,0.68041577366795,1,1
ACP6,-1.75183173770198,0.478816470738417,1,-0.502588424618873,1,1,1.16791856234555,1,1,0.584302711887504,1,1,1.84174560621294,0.393074218827141,1,0.915961740609458,1,1,0.983683523753106,0.975813430168769,1,0.392965715352524,1,1
MYH3,-1.92332169385551,0.326637970552007,1,-0.355017348233869,1,1,1.46196453344168,0.86250557440471,1,-0.170067321970621,1,1,1.31199591029491,1,1,0.107765065856018,1,1,1.48692568937924,0.41110331543729,0.982483890978177,0.998051789650995,0.954762738021746,1
MARCHF10,1.23458826357411,1,1,0.592889034283509,1,1,-0.646429210225661,1,1,-1.38717811950837,0.992324734281345,1,-2.19965974572535,0.166986268967393,1,-1.75943359968856,0.471023335004599,1,-0.211718675049302,1,1,0.381067584952969,1,1
CCDC178,1.54330282075893,0.736543917307658,1,-0.0094067614082305,1,1,-1.44861698703869,0.884667447718992,1,3.76036847821576,0.00101797955397974,0.048623112581491,2.37168283376708,0.106243700834039,1,3.6044731593307,0.00187672062091792,0.431892437038256,-2.94980920164238,0.00953910678594918,0.0844506409616244,-2.71654953730346,0.0197898967688518,0.349130367273841
ANP32E,-2.91010713680684,0.0216782928210297,0.20952499887595,-0.62659184306181,1,1,2.05499379777641,0.239277622647016,1,0.263833555300046,1,1,2.19643650940853,0.168364289278094,1,0.667326816643159,1,1,2.19231812329415,0.0850696320841327,0.358079915583309,1.32668852896004,0.553835211245457,1
SCRN2,0.531657232068175,1,1,-1.78500979346901,0.445558370164242,1,-2.09172601892283,0.218778189646709,1,0.6325329481676,1,1,0.208734493587171,1,1,1.86665496129952,0.371698722425429,1,-0.697464050332597,1,1,-2.39901763926599,0.049317368294432,0.523377955181221
BAHCC1,-2.74901032119261,0.0358653023720058,0.288770550499241,-4.06757996155065,0.000285023460820102,0.122152911780044,-1.08387876461052,1,1,-1.13585577551843,1,1,0.880113133150054,1,1,1.74904932750905,0.481694959098171,1,2.63538219330809,0.0252127780642627,0.162170144720243,-1.57973727718895,0.34250113503022,1
FAM72C,1.30958283241562,1,1,0.366415488271257,1,1,-0.840814803044526,1,1,1.76456061154981,0.465825841308473,1,0.831000359923608,1,1,1.42912082749421,0.917817049410467,1,-1.76754299291606,0.231412006535746,0.684519726015259,-1.20597339228576,0.683483249906632,1
SAP30BP,-0.836776696822907,1,1,0.699968688928145,1,1,1.38389425056333,0.998345025019266,1,-0.621460407685948,1,1,-0.010785713686691,1,1,-1.07227976526614,1,1,0.926444007773161,1,1,1.4959087239793,0.404032327799615,1
RBP3,-0.816915090978667,1,1,0.469301036531017,1,1,1.12296274851683,1,1,-0.158947110040606,1,1,0.539677340887936,1,1,-0.497003227876678,1,1,0.614797968579197,1,1,0.996852148181549,0.95650884453072,1
SRSF1,-2.12739717343019,0.20032258087084,0.860738674609741,-2.36330772208769,0.108675737504139,1,-0.235476485228456,1,1,-3.51532904200965,0.00263525663341301,0.0838936005525002,-1.50939163343326,0.787192379370477,1,-1.28439758049221,1,1,3.39524827996752,0.00205699174299798,0.0299972964970143,0.473635438817782,1,1
ANXA8L1,0.62501163766839,1,1,-0.239493310554831,1,1,-0.768872966600733,1,1,-0.0137441933710789,1,1,-0.528247275456366,1,1,0.167976584276263,1,1,-0.378562783861677,1,1,-0.566457767278484,1,1
IFT20,-0.342990619483685,1,1,-1.28738752713217,1,1,-0.848976305832267,1,1,-2.25878593278041,0.143380223930598,0.862999932273513,-1.86081273669804,0.37662375728917,1,-1.18055635265218,1,1,1.33815663904416,0.542536141930129,1,-0.0742544046971685,1,1
ZNF488,1.94716720641692,0.309088151167514,1,0.970948771151298,1,1,-1.01622506949878,1,1,2.50936340253873,0.0725693904290011,0.580168292992621,0.733843528915847,1,1,1.67813630554347,0.559922955764805,1,-2.73617369265324,0.0186474622219388,0.132492338116673,-1.57484704423279,0.345875263568468,1
OVOL3,0.463509547484838,1,1,0.781089523145675,1,1,0.230000198985354,1,1,0.549293639473572,1,1,0.206892982542851,1,1,0.0482229581925442,1,1,-0.611674175195629,1,1,0.15999384138753,1,1
SARM1,-0.298890056622187,1,1,1.95445737763115,0.303882904652649,1,2.06261358171075,0.234896137904069,1,-0.590998235174614,1,1,-0.340412444252885,1,1,-1.98153312776732,0.285189108538787,1,0.497718276200518,1,1,2.41771256630704,0.0468552260337359,0.510323559882881
LINGO3,-0.792885250556594,1,1,0.972072138551411,1,1,1.57975053154622,0.684984050439924,1,1.52260378171818,0.767147178532949,1,1.99116516458322,0.278776393471416,1,0.726575136440338,1,1,-0.134227129577206,1,1,0.829598684516817,1,1
KCNJ16,2.1052889388638,0.21159698620347,0.890964643829353,1.12090781289726,1,1,-0.920566937171519,1,1,0.940532100971406,1,1,-0.616951625430119,1,1,0.0994568037908583,1,1,-2.0393357091048,0.124249602204274,0.460822919099688,-0.735672300915535,1,1
TSSK6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POP4,-0.144511826210707,1,1,-0.105678008142123,1,1,0.0344008299351616,1,1,-0.837015882432407,1,1,-0.693137324300769,1,1,-0.71676439382273,1,1,0.48179835207761,1,1,0.324279578446884,1,1
C19orf25,-1.00647613362214,1,1,0.920131627111551,1,1,1.74443168487969,0.486503064226861,1,1.11439613583358,1,1,1.75902537128508,0.471439195879932,1,0.416100728102354,1,1,0.251377569105985,1,1,1.12358324788518,0.783569598402728,1
WDR18,0.922837288375032,1,1,0.718743527901162,1,1,-0.211392434390127,1,1,0.876295150879053,1,1,0.16292896814113,1,1,0.331402043370155,1,1,-1.10459645027901,0.808003469701395,1,-0.303901199752849,1,1
TYROBP,1.8380514660912,0.396328931419528,1,1.48495665895702,0.825331833044038,1,-0.397250735604622,1,1,2.97584758473484,0.0175308021026573,0.256014576373568,1.53556010260324,0.747877834307052,1,1.87109792416379,0.367989055654672,1,-2.76566511216948,0.0170420517087784,0.125052825399476,-1.10124130876776,0.812374942419999,1
PIAS2,0.749205132248489,1,1,-0.130883312945049,1,1,-0.80285271980943,1,1,2.81703450603052,0.0290815907976611,0.343708194470702,2.1452801013384,0.191582750968735,1,2.77161555485176,0.0334673223062387,1,-1.82611559048536,0.203498556884117,0.63175034369634,-1.76925561510648,0.230553680462156,1
CILP2,2.34104189748426,0.115380053856296,0.60854458784966,3.47118631882675,0.00310898599359782,0.325555076316078,0.869576786961251,1,1,3.15438265079144,0.00965028284473053,0.179653239534611,1.17173853458388,1,1,0.493530867247357,1,1,-3.26974296208631,0.00322935749877271,0.0405181761091833,0.395235416997956,1,1
SLC44A2,0.423570020186825,1,1,1.6252566280015,0.624647332952529,1,1.06416616566213,1,1,2.77072892998337,0.0335585804748863,0.373653741620152,2.3125475022355,0.124485184433979,1,1.5281827940455,0.758802957107595,1,-1.57194383773912,0.347890730025673,0.88632398892449,0.160601112086571,1,1
MBTD1,-0.736534061667404,1,1,-0.793045255540862,1,1,-0.0350462887190885,1,1,0.977673015407305,1,1,1.43885770794265,0.901145052784034,1,1.48236488803649,0.829459387963833,1,0.133288166506886,1,1,-0.6564674491993,1,1
CACNA2D4,-2.31191086540405,0.124695575003964,0.638809298176047,-0.108520211006339,1,1,2.0783663227769,0.22605379243435,1,0.316376179618005,1,1,2.0125720660803,0.264958008739641,1,0.38152797284182,1,1,1.5421019461846,0.369146466336132,0.921392527252162,1.31989198470002,0.560613252201752,1
